category,zip code
DRUG/NARCOTIC,94117
LARCENY/THEFT,94112
ASSAULT,94188
NON-CRIMINAL,94115
"SEX OFFENSES, FORCIBLE",94102
NON-CRIMINAL,94134
VANDALISM,94118
MISSING PERSON,94101
NON-CRIMINAL,94101
OTHER OFFENSES,94107
NON-CRIMINAL,94134
NON-CRIMINAL,94108
OTHER OFFENSES,94112
ARSON,94117
DRUNKENNESS,94143
NON-CRIMINAL,94112
OTHER OFFENSES,94108
VANDALISM,94109
MISSING PERSON,94101
BURGLARY,94132
LARCENY/THEFT,94102
ROBBERY,94108
LARCENY/THEFT,94143
DRUNKENNESS,94108
LARCENY/THEFT,94101
NON-CRIMINAL,94115
OTHER OFFENSES,94188
ASSAULT,94141
NON-CRIMINAL,94109
WEAPON LAWS,94102
NON-CRIMINAL,94115
LARCENY/THEFT,Not in San Francisco
NON-CRIMINAL,94112
SUSPICIOUS OCC,94110
VEHICLE THEFT,94101
BURGLARY,94143
LARCENY/THEFT,94102
ASSAULT,94109
SECONDARY CODES,94101
NON-CRIMINAL,94115
LARCENY/THEFT,94122
NON-CRIMINAL,94104
OTHER OFFENSES,94118
SUSPICIOUS OCC,Not in San Francisco
NON-CRIMINAL,94134
OTHER OFFENSES,Not in San Francisco
DRUG/NARCOTIC,94102
OTHER OFFENSES,94108
MISSING PERSON,94188
DRUG/NARCOTIC,94108
NON-CRIMINAL,94108
VANDALISM,94108
NON-CRIMINAL,94102
OTHER OFFENSES,Not in San Francisco
NON-CRIMINAL,94118
LARCENY/THEFT,94114
NON-CRIMINAL,94134
LARCENY/THEFT,94133
LIQUOR LAWS,94117
NON-CRIMINAL,94104
SUSPICIOUS OCC,94118
LARCENY/THEFT,94115
LARCENY/THEFT,94102
DRUG/NARCOTIC,94141
ASSAULT,94107
LARCENY/THEFT,94108
LARCENY/THEFT,94109
BURGLARY,94117
OTHER OFFENSES,94114
LARCENY/THEFT,94133
OTHER OFFENSES,94131
ASSAULT,Not in San Francisco
VANDALISM,94141
DRUG/NARCOTIC,94109
LARCENY/THEFT,94117
LARCENY/THEFT,94101
NON-CRIMINAL,94109
VEHICLE THEFT,94110
WEAPON LAWS,94114
OTHER OFFENSES,94117
MISSING PERSON,94188
OTHER OFFENSES,94115
LARCENY/THEFT,94109
MISSING PERSON,94101
SUSPICIOUS OCC,94108
NON-CRIMINAL,94112
LARCENY/THEFT,94158
LARCENY/THEFT,94108
OTHER OFFENSES,94118
NON-CRIMINAL,94121
SUSPICIOUS OCC,94118
ASSAULT,94102
NON-CRIMINAL,94110
EMBEZZLEMENT,94101
VANDALISM,94143
NON-CRIMINAL,94115
ASSAULT,94117
NON-CRIMINAL,94114
OTHER OFFENSES,94114
NON-CRIMINAL,94117
ASSAULT,94108
"SEX OFFENSES, FORCIBLE",94141
NON-CRIMINAL,94104
MISSING PERSON,94133
OTHER OFFENSES,94108
ASSAULT,94123
VEHICLE THEFT,94112
NON-CRIMINAL,94122
ASSAULT,94112
OTHER OFFENSES,94141
LARCENY/THEFT,94133
VANDALISM,94118
DRUNKENNESS,94114
WEAPON LAWS,94101
NON-CRIMINAL,94133
SECONDARY CODES,94114
ROBBERY,94112
VANDALISM,94121
FRAUD,94123
LARCENY/THEFT,94111
NON-CRIMINAL,94102
LARCENY/THEFT,94108
VEHICLE THEFT,94124
NON-CRIMINAL,94108
NON-CRIMINAL,94129
MISSING PERSON,94141
ROBBERY,94108
SUSPICIOUS OCC,94158
MISSING PERSON,94112
MISSING PERSON,94109
WARRANTS,94117
LIQUOR LAWS,94141
VANDALISM,94121
NON-CRIMINAL,94129
ASSAULT,94132
NON-CRIMINAL,94117
ASSAULT,94101
MISSING PERSON,94101
OTHER OFFENSES,94109
VANDALISM,94121
OTHER OFFENSES,94118
BURGLARY,94141
NON-CRIMINAL,94101
VANDALISM,94158
OTHER OFFENSES,94109
OTHER OFFENSES,94104
SUSPICIOUS OCC,94104
NON-CRIMINAL,94141
ROBBERY,94134
FRAUD,94129
FRAUD,94118
NON-CRIMINAL,94115
VANDALISM,94101
MISSING PERSON,94158
WEAPON LAWS,94101
LARCENY/THEFT,94108
WARRANTS,94141
LARCENY/THEFT,94121
VEHICLE THEFT,94122
ROBBERY,94108
OTHER OFFENSES,94115
NON-CRIMINAL,94101
VANDALISM,94108
OTHER OFFENSES,94141
OTHER OFFENSES,94108
OTHER OFFENSES,94108
OTHER OFFENSES,94104
LARCENY/THEFT,94104
ASSAULT,94124
FRAUD,94111
OTHER OFFENSES,94114
MISSING PERSON,94109
WARRANTS,94143
OTHER OFFENSES,94101
NON-CRIMINAL,94115
MISSING PERSON,94131
RECOVERED VEHICLE,94107
VANDALISM,94121
NON-CRIMINAL,94104
ASSAULT,94101
OTHER OFFENSES,94143
LARCENY/THEFT,94101
NON-CRIMINAL,94133
NON-CRIMINAL,94141
KIDNAPPING,94124
LARCENY/THEFT,94101
ASSAULT,Not in San Francisco
ASSAULT,94141
NON-CRIMINAL,94121
NON-CRIMINAL,94104
LARCENY/THEFT,94121
NON-CRIMINAL,94104
LARCENY/THEFT,94104
BURGLARY,94110
"SEX OFFENSES, FORCIBLE",94101
NON-CRIMINAL,94143
NON-CRIMINAL,94133
NON-CRIMINAL,94115
MISSING PERSON,94101
VANDALISM,94132
ASSAULT,94104
OTHER OFFENSES,94124
STOLEN PROPERTY,94105
NON-CRIMINAL,94131
VEHICLE THEFT,94158
BURGLARY,94105
WARRANTS,94114
NON-CRIMINAL,94101
WARRANTS,94102
WARRANTS,94108
NON-CRIMINAL,94105
MISSING PERSON,94110
LARCENY/THEFT,94141
ASSAULT,94111
ASSAULT,94104
NON-CRIMINAL,94104
EMBEZZLEMENT,94101
OTHER OFFENSES,94143
ASSAULT,94115
NON-CRIMINAL,94114
NON-CRIMINAL,94114
WARRANTS,94124
VANDALISM,94118
MISSING PERSON,94109
ROBBERY,94102
VEHICLE THEFT,94134
VANDALISM,94111
ASSAULT,94133
ASSAULT,94104
LARCENY/THEFT,94133
NON-CRIMINAL,94109
LARCENY/THEFT,94131
LARCENY/THEFT,94141
VANDALISM,94108
LARCENY/THEFT,94123
WARRANTS,94108
BURGLARY,94117
NON-CRIMINAL,94102
NON-CRIMINAL,94134
SUSPICIOUS OCC,94112
FRAUD,94130
ASSAULT,94108
TRESPASS,94108
LARCENY/THEFT,94105
ASSAULT,94102
MISSING PERSON,94101
LARCENY/THEFT,94143
BURGLARY,94132
FRAUD,94115
LARCENY/THEFT,94104
DRIVING UNDER THE INFLUENCE,94117
VEHICLE THEFT,94110
ROBBERY,94104
OTHER OFFENSES,94121
VEHICLE THEFT,94115
LARCENY/THEFT,94115
NON-CRIMINAL,94110
NON-CRIMINAL,94131
LARCENY/THEFT,94141
LARCENY/THEFT,94102
"SEX OFFENSES, FORCIBLE",94102
BURGLARY,94115
LARCENY/THEFT,94141
ASSAULT,94107
LARCENY/THEFT,94109
VEHICLE THEFT,94158
VEHICLE THEFT,94141
VANDALISM,94109
NON-CRIMINAL,94114
FRAUD,94104
LARCENY/THEFT,94111
NON-CRIMINAL,94115
BURGLARY,94110
ASSAULT,94109
FRAUD,94110
NON-CRIMINAL,94111
OTHER OFFENSES,94141
LARCENY/THEFT,94115
OTHER OFFENSES,94141
OTHER OFFENSES,94131
LARCENY/THEFT,94141
LARCENY/THEFT,94133
VEHICLE THEFT,94188
ARSON,94112
WARRANTS,94123
"SEX OFFENSES, FORCIBLE",94107
NON-CRIMINAL,94116
NON-CRIMINAL,94133
LARCENY/THEFT,94104
