category,zip code
EMBEZZLEMENT,94104
ASSAULT,94101
LARCENY/THEFT,94115
LARCENY/THEFT,94102
NON-CRIMINAL,94134
BURGLARY,94132
LARCENY/THEFT,94115
LARCENY/THEFT,94108
DRUG/NARCOTIC,94114
SUSPICIOUS OCC,94141
LARCENY/THEFT,94143
SUSPICIOUS OCC,94115
ASSAULT,94121
SUSPICIOUS OCC,94111
LARCENY/THEFT,94104
BURGLARY,94118
OTHER OFFENSES,94104
WARRANTS,94141
DRUNKENNESS,94124
NON-CRIMINAL,94102
KIDNAPPING,94117
WARRANTS,94114
VANDALISM,94121
ASSAULT,94104
VEHICLE THEFT,94127
ASSAULT,94118
LARCENY/THEFT,94132
ASSAULT,Not in San Francisco
ASSAULT,94109
VEHICLE THEFT,94108
OTHER OFFENSES,94107
ASSAULT,94104
LARCENY/THEFT,94123
NON-CRIMINAL,94101
FRAUD,94133
EMBEZZLEMENT,94109
LARCENY/THEFT,94102
OTHER OFFENSES,94141
OTHER OFFENSES,94132
VEHICLE THEFT,94102
OTHER OFFENSES,94112
NON-CRIMINAL,94108
WARRANTS,94114
OTHER OFFENSES,94122
LARCENY/THEFT,94124
SECONDARY CODES,94134
EMBEZZLEMENT,94104
OTHER OFFENSES,94124
LARCENY/THEFT,94108
VANDALISM,94107
VEHICLE THEFT,94127
NON-CRIMINAL,94132
NON-CRIMINAL,94110
NON-CRIMINAL,94141
LARCENY/THEFT,94104
LARCENY/THEFT,94143
OTHER OFFENSES,94109
DRUNKENNESS,94141
LARCENY/THEFT,94123
OTHER OFFENSES,94117
NON-CRIMINAL,94101
LARCENY/THEFT,94101
VANDALISM,94109
LARCENY/THEFT,94118
SUSPICIOUS OCC,94115
NON-CRIMINAL,94109
STOLEN PROPERTY,94108
LARCENY/THEFT,94133
ASSAULT,94108
"SEX OFFENSES, FORCIBLE",94122
SUSPICIOUS OCC,94111
WARRANTS,94114
OTHER OFFENSES,94124
LARCENY/THEFT,94124
NON-CRIMINAL,94108
NON-CRIMINAL,94129
NON-CRIMINAL,94104
NON-CRIMINAL,94108
SECONDARY CODES,94107
KIDNAPPING,94141
FRAUD,94114
OTHER OFFENSES,94102
NON-CRIMINAL,94104
ASSAULT,94134
BURGLARY,94188
NON-CRIMINAL,94102
SUSPICIOUS OCC,94115
SUSPICIOUS OCC,94121
MISSING PERSON,94112
MISSING PERSON,94133
EMBEZZLEMENT,94123
VEHICLE THEFT,94107
VANDALISM,94108
NON-CRIMINAL,94108
BURGLARY,94132
OTHER OFFENSES,94104
BURGLARY,94118
VANDALISM,94107
STOLEN PROPERTY,94102
OTHER OFFENSES,94141
SUSPICIOUS OCC,94111
OTHER OFFENSES,94122
ASSAULT,94134
VANDALISM,94118
WEAPON LAWS,94141
OTHER OFFENSES,94116
NON-CRIMINAL,94117
NON-CRIMINAL,94114
OTHER OFFENSES,94117
NON-CRIMINAL,Not in San Francisco
OTHER OFFENSES,94104
LARCENY/THEFT,94133
"SEX OFFENSES, FORCIBLE",94141
