category,zip code
OTHER OFFENSES,94141
VANDALISM,94112
ROBBERY,94115
ROBBERY,94114
WARRANTS,94108
MISSING PERSON,94117
NON-CRIMINAL,94101
LARCENY/THEFT,Not in San Francisco
NON-CRIMINAL,Not in San Francisco
OTHER OFFENSES,94112
"SEX OFFENSES, FORCIBLE",94115
SUSPICIOUS OCC,94141
NON-CRIMINAL,94123
NON-CRIMINAL,94108
NON-CRIMINAL,94108
SUSPICIOUS OCC,94110
ROBBERY,94133
NON-CRIMINAL,94118
NON-CRIMINAL,94114
OTHER OFFENSES,94115
LARCENY/THEFT,94109
NON-CRIMINAL,94123
ASSAULT,94109
OTHER OFFENSES,94112
SUSPICIOUS OCC,94102
FRAUD,94117
OTHER OFFENSES,94101
SUSPICIOUS OCC,Not in San Francisco
BURGLARY,94108
NON-CRIMINAL,94115
OTHER OFFENSES,94124
LARCENY/THEFT,94114
ROBBERY,94114
ASSAULT,94101
OTHER OFFENSES,94134
DRUG/NARCOTIC,94102
MISSING PERSON,94141
WEAPON LAWS,94108
LARCENY/THEFT,94117
SUSPICIOUS OCC,94133
ROBBERY,94108
NON-CRIMINAL,94133
NON-CRIMINAL,94108
BURGLARY,94110
LARCENY/THEFT,94110
LARCENY/THEFT,94107
SUSPICIOUS OCC,94133
ASSAULT,94123
VANDALISM,94104
LARCENY/THEFT,94110
NON-CRIMINAL,Not in San Francisco
DRIVING UNDER THE INFLUENCE,94109
NON-CRIMINAL,94108
TRESPASS,94114
LARCENY/THEFT,94111
ASSAULT,94115
DRIVING UNDER THE INFLUENCE,94134
LARCENY/THEFT,94109
NON-CRIMINAL,94102
ASSAULT,94101
NON-CRIMINAL,94131
NON-CRIMINAL,94134
BURGLARY,94115
BURGLARY,Not in San Francisco
SECONDARY CODES,94124
WARRANTS,94102
STOLEN PROPERTY,94115
ARSON,94102
FRAUD,94132
WARRANTS,94115
NON-CRIMINAL,94112
LARCENY/THEFT,94188
TRESPASS,94114
ASSAULT,94114
TRESPASS,94109
BURGLARY,94108
NON-CRIMINAL,94109
LARCENY/THEFT,94109
LARCENY/THEFT,94111
NON-CRIMINAL,94141
OTHER OFFENSES,94112
VANDALISM,94134
"SEX OFFENSES, FORCIBLE",94115
STOLEN PROPERTY,94101
BURGLARY,94141
NON-CRIMINAL,94133
NON-CRIMINAL,94124
OTHER OFFENSES,94115
NON-CRIMINAL,94108
SECONDARY CODES,94112
LARCENY/THEFT,94109
STOLEN PROPERTY,94110
NON-CRIMINAL,94115
LARCENY/THEFT,94123
LARCENY/THEFT,94131
LARCENY/THEFT,Not in San Francisco
ROBBERY,94108
OTHER OFFENSES,94112
RECOVERED VEHICLE,94115
NON-CRIMINAL,94110
LARCENY/THEFT,94143
NON-CRIMINAL,94102
LARCENY/THEFT,94131
NON-CRIMINAL,94117
ASSAULT,94141
NON-CRIMINAL,94122
MISSING PERSON,94124
ASSAULT,94108
LARCENY/THEFT,94105
OTHER OFFENSES,94104
NON-CRIMINAL,94108
LARCENY/THEFT,94104
LARCENY/THEFT,94115
ASSAULT,94108
WARRANTS,94114
LARCENY/THEFT,94104
BURGLARY,94117
LARCENY/THEFT,94114
ASSAULT,94105
SUSPICIOUS OCC,94118
EXTORTION,94101
ASSAULT,94112
LARCENY/THEFT,94132
OTHER OFFENSES,94101
WARRANTS,94101
SUSPICIOUS OCC,94116
OTHER OFFENSES,94108
ASSAULT,94101
DRUG/NARCOTIC,94102
LARCENY/THEFT,94109
LARCENY/THEFT,94110
NON-CRIMINAL,94108
FRAUD,94115
DRUG/NARCOTIC,94117
DRUNKENNESS,94109
NON-CRIMINAL,94114
FORGERY/COUNTERFEITING,94110
OTHER OFFENSES,94102
VEHICLE THEFT,94124
VEHICLE THEFT,94117
LARCENY/THEFT,94112
SECONDARY CODES,94104
VANDALISM,94109
OTHER OFFENSES,94110
OTHER OFFENSES,94134
DRUG/NARCOTIC,94124
LARCENY/THEFT,94111
STOLEN PROPERTY,94133
DRUG/NARCOTIC,94101
LARCENY/THEFT,94107
WARRANTS,94110
NON-CRIMINAL,94121
LARCENY/THEFT,94108
OTHER OFFENSES,94141
LARCENY/THEFT,94102
NON-CRIMINAL,94132
NON-CRIMINAL,94101
LARCENY/THEFT,94123
OTHER OFFENSES,94132
NON-CRIMINAL,94108
ASSAULT,94104
NON-CRIMINAL,94111
VANDALISM,94133
OTHER OFFENSES,94115
VANDALISM,94112
NON-CRIMINAL,94141
DRUG/NARCOTIC,94109
FRAUD,94109
NON-CRIMINAL,94108
DRUG/NARCOTIC,94115
TRESPASS,94114
FRAUD,94105
OTHER OFFENSES,94110
VANDALISM,94118
LARCENY/THEFT,94115
LARCENY/THEFT,94102
SUSPICIOUS OCC,Not in San Francisco
ROBBERY,94141
SUSPICIOUS OCC,94124
LARCENY/THEFT,94108
NON-CRIMINAL,94133
OTHER OFFENSES,94122
WEAPON LAWS,94104
LARCENY/THEFT,94143
NON-CRIMINAL,94101
WARRANTS,94102
VEHICLE THEFT,94114
LARCENY/THEFT,94121
VEHICLE THEFT,94112
LARCENY/THEFT,94111
LARCENY/THEFT,94104
WEAPON LAWS,94104
LARCENY/THEFT,94111
OTHER OFFENSES,94122
FRAUD,94108
LARCENY/THEFT,94123
ASSAULT,94108
NON-CRIMINAL,94108
LARCENY/THEFT,94127
LARCENY/THEFT,94123
NON-CRIMINAL,94118
WARRANTS,94115
LARCENY/THEFT,94133
VEHICLE THEFT,94123
OTHER OFFENSES,94104
LARCENY/THEFT,94108
LARCENY/THEFT,94102
OTHER OFFENSES,Not in San Francisco
DRUNKENNESS,94114
NON-CRIMINAL,94115
ASSAULT,94115
LARCENY/THEFT,94108
NON-CRIMINAL,94108
STOLEN PROPERTY,94117
VEHICLE THEFT,94134
LARCENY/THEFT,94102
NON-CRIMINAL,94123
LARCENY/THEFT,94117
VEHICLE THEFT,94110
LARCENY/THEFT,94102
OTHER OFFENSES,94102
ASSAULT,94104
NON-CRIMINAL,94108
OTHER OFFENSES,Not in San Francisco
SUSPICIOUS OCC,94109
LARCENY/THEFT,94116
ASSAULT,94108
ASSAULT,94141
SECONDARY CODES,Not in San Francisco
"SEX OFFENSES, FORCIBLE",94114
WARRANTS,94141
SUSPICIOUS OCC,94116
LARCENY/THEFT,94104
VEHICLE THEFT,94110
VEHICLE THEFT,94108
OTHER OFFENSES,94141
ASSAULT,94101
DRUG/NARCOTIC,94102
ASSAULT,94143
OTHER OFFENSES,94132
NON-CRIMINAL,94101
MISSING PERSON,94117
ASSAULT,94110
LARCENY/THEFT,94104
NON-CRIMINAL,94122
WARRANTS,94108
ASSAULT,94133
VANDALISM,94133
BURGLARY,94122
VEHICLE THEFT,94188
OTHER OFFENSES,94114
VANDALISM,94111
NON-CRIMINAL,94118
FRAUD,94101
OTHER OFFENSES,94108
LARCENY/THEFT,94108
LARCENY/THEFT,94117
STOLEN PROPERTY,94114
LARCENY/THEFT,94102
SUSPICIOUS OCC,94109
OTHER OFFENSES,94115
NON-CRIMINAL,94123
BURGLARY,94141
ASSAULT,94102
WARRANTS,94134
LARCENY/THEFT,94108
OTHER OFFENSES,94112
OTHER OFFENSES,94101
ASSAULT,94112
WARRANTS,94133
SUSPICIOUS OCC,94133
NON-CRIMINAL,Not in San Francisco
OTHER OFFENSES,94134
VANDALISM,94132
VEHICLE THEFT,94104
DRUG/NARCOTIC,94108
NON-CRIMINAL,94118
VEHICLE THEFT,94112
LARCENY/THEFT,94116
LARCENY/THEFT,94105
OTHER OFFENSES,94188
OTHER OFFENSES,94124
NON-CRIMINAL,94109
ASSAULT,94133
NON-CRIMINAL,94112
WARRANTS,94141
NON-CRIMINAL,94102
LARCENY/THEFT,94133
DRIVING UNDER THE INFLUENCE,94109
OTHER OFFENSES,94132
MISSING PERSON,94108
OTHER OFFENSES,94123
OTHER OFFENSES,94109
RECOVERED VEHICLE,94141
LARCENY/THEFT,94108
OTHER OFFENSES,94115
MISSING PERSON,94117
LARCENY/THEFT,94107
WEAPON LAWS,94102
SUSPICIOUS OCC,94141
DRUG/NARCOTIC,94102
ASSAULT,94114
EMBEZZLEMENT,94108
ASSAULT,94108
OTHER OFFENSES,94101
NON-CRIMINAL,Not in San Francisco
NON-CRIMINAL,94102
SUSPICIOUS OCC,94134
DRUG/NARCOTIC,94115
SUSPICIOUS OCC,94109
DRUNKENNESS,94123
SUSPICIOUS OCC,Not in San Francisco
VANDALISM,94143
ASSAULT,94115
ASSAULT,94101
ASSAULT,94108
"SEX OFFENSES, FORCIBLE",94124
LARCENY/THEFT,94102
OTHER OFFENSES,94107
LARCENY/THEFT,94108
DRUG/NARCOTIC,94114
LARCENY/THEFT,94188
NON-CRIMINAL,94109
BURGLARY,94131
ASSAULT,94114
OTHER OFFENSES,94133
VANDALISM,94101
LARCENY/THEFT,94115
VEHICLE THEFT,94141
VANDALISM,94143
VANDALISM,94133
BURGLARY,94110
NON-CRIMINAL,94121
LARCENY/THEFT,94111
VANDALISM,94101
OTHER OFFENSES,94143
NON-CRIMINAL,94158
ASSAULT,94108
DRUNKENNESS,94115
WEAPON LAWS,94133
VEHICLE THEFT,94110
VANDALISM,94104
NON-CRIMINAL,94133
WARRANTS,94112
LARCENY/THEFT,94104
LARCENY/THEFT,94104
SUSPICIOUS OCC,94133
EMBEZZLEMENT,94104
NON-CRIMINAL,94115
OTHER OFFENSES,94114
LARCENY/THEFT,94133
NON-CRIMINAL,94141
LARCENY/THEFT,94102
LARCENY/THEFT,94109
NON-CRIMINAL,94101
NON-CRIMINAL,94117
FRAUD,94132
LARCENY/THEFT,94110
LARCENY/THEFT,94108
ASSAULT,94109
FRAUD,94110
TRESPASS,94115
LARCENY/THEFT,94132
VEHICLE THEFT,94188
VANDALISM,94112
VEHICLE THEFT,94108
VANDALISM,94101
VANDALISM,94134
OTHER OFFENSES,94112
SUSPICIOUS OCC,94188
SECONDARY CODES,94102
BURGLARY,94108
NON-CRIMINAL,94129
FRAUD,94108
NON-CRIMINAL,94188
LARCENY/THEFT,94107
BURGLARY,94131
VANDALISM,94111
LARCENY/THEFT,94133
ASSAULT,94108
WEAPON LAWS,94123
NON-CRIMINAL,94117
"SEX OFFENSES, FORCIBLE",Not in San Francisco
ASSAULT,94101
OTHER OFFENSES,94141
SUSPICIOUS OCC,94108
DRUG/NARCOTIC,94108
LARCENY/THEFT,94101
OTHER OFFENSES,94132
MISSING PERSON,94141
MISSING PERSON,94141
ROBBERY,94123
ASSAULT,94122
SUSPICIOUS OCC,94114
FORGERY/COUNTERFEITING,94108
LARCENY/THEFT,94123
WEAPON LAWS,94108
LARCENY/THEFT,94101
OTHER OFFENSES,94141
ASSAULT,94109
SUSPICIOUS OCC,94158
LARCENY/THEFT,94108
LARCENY/THEFT,94104
TRESPASS,94101
NON-CRIMINAL,94115
SUSPICIOUS OCC,94108
LARCENY/THEFT,94101
OTHER OFFENSES,94102
NON-CRIMINAL,94109
NON-CRIMINAL,94127
SUSPICIOUS OCC,94110
OTHER OFFENSES,94132
DRUG/NARCOTIC,94108
LARCENY/THEFT,94133
NON-CRIMINAL,94102
EMBEZZLEMENT,94104
WARRANTS,Not in San Francisco
LARCENY/THEFT,94118
LARCENY/THEFT,94104
SUSPICIOUS OCC,94112
LARCENY/THEFT,94123
MISSING PERSON,94102
NON-CRIMINAL,94102
